12
9.125 1177967 117796.7
9.375 962241 96224.1
9.625 787645 378764.5
9.875 658958 65895.8
10.125 582456 58245.6
10.375 493456 49345.6
10.625 341324 34132.4
10.875 145319 14531.9
11.125 39679 3967.9
11.375 9492 949.2
11.625 1923 192.3
11.875 317 31.7
12.125 22 2.2
12.375 2 0.2
 
bin / number counts / error
