484
17004039 17 0 19577.387096774193
1063000026 1063 0 8502.897959183674
8117000245 8117 0 3350.75
5000092000437 92 5 19577.387096774193
6000037039229 37 6 3067.625
6000037000026 37 6 91.0
6000247000201 247 6 5547.53488372093
7000096000026 96 7 153.4
9000895000026 895 9 13300.75925925926
10000060001318 60 10 107538.45161290323
10000874000026 874 10 8502.897959183674
11002767000026 2767 11 32285.5873015873
12014065000026 14065 12 3067.625
14000033006741 33 14 3067.625
14010870000026 10870 14 91.0
15010841000026 10841 15 19577.387096774193
16013115001892 13115 16 3350.75
17000243000026 243 17 3350.75
18001177000026 1177 18 153.4
19003860000026 3860 19 32285.5873015873
20000000000026 0 20 1.0
22003424000026 3424 22 66.5
22003425007058 3425 22 1086.8333333333333
23000530000042 530 23 32285.5873015873
23003330000026 3330 23 1.0
24000357000125 357 24 8502.897959183674
24004018000026 4018 24 32285.5873015873
25005819000075 5819 25 19577.387096774193
27015751000026 15751 27 8502.897959183674
30005572000026 5572 30 13300.75925925926
31008711000216 8711 31 32285.5873015873
32017653000026 17653 32 32285.5873015873
33000035000026 35 33 153.4
34000162000094 162 34 8502.897959183674
34001126000410 1126 34 8502.897959183674
35006887001357 6887 35 3350.75
36000410000026 410 36 32285.5873015873
39000362000154 362 39 32285.5873015873
41022404000026 22404 41 350478.5
42007551000130 7551 42 107538.45161290323
42007900000026 7900 42 13300.75925925926
43000107005678 107 43 3067.625
43001316000906 1316 43 8502.897959183674
44002383000068 2383 44 32285.5873015873
46002103000851 2103 46 544.0
47023736000026 23736 47 5547.53488372093
47024361000026 24361 47 13300.75925925926
48000022024532 22 48 19577.387096774193
48015151000209 15151 48 19577.387096774193
51018393000026 18393 51 8502.897959183674
53000083019525 83 53 3067.625
54007085000026 7085 54 350478.5
55000123009985 123 55 3350.75
56000029001212 29 56 5547.53488372093
57001366000026 1366 57 32285.5873015873
59000537000305 537 59 32285.5873015873
59000636000026 636 59 3350.75
60000061006106 61 60 5547.53488372093
60000089000747 89 60 8502.897959183674
60000214000184 214 60 13300.75925925926
62010370001134 10370 62 1756.7727272727273
63011986000026 11986 63 3067.625
64000305000026 305 64 5547.53488372093
67000073009543 73 67 19577.387096774193
67000075001820 75 67 1086.8333333333333
